ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_B_3,EXPLAIN_B_3
107.0,Excluded,ec3,A dynamic spectrum access network based on cognitive radio,"Dynamic spectrum access technologies based on Cognitive Radio (CR) is under intensive research carried out by the wireless communication society and is expected to solve the problem of spectrum scarcity. However, most enabling technologies related to dynamic spectrum access are considered individually. In this paper, we consider these key technologies jointly and introduce a new implementation scheme for a Dynamic Spectrum Access Network Based on Cognitive Radio (DSAN-BCR). We start with a flexible hardware platform for DSAN-BCR, as well as a flexible protocol structure that dominates the operation of DSAN-BCR. We then focus on the state of the art of key technologies such as spectrum sensing, spectrum resources management, dynamic spectrum access, and routing that are below the network layer in DSAN-BCR, as well as the development of technologies related to higher layers. Last but not the least, we analyze the challenges confronted by these mentioned technologies in DSAN-BCR, and give the perspectives on the future development of these technologies. The DSAN-BCR introduced is expected to provide a system level guidance to alleviate the problem of spectrum scarcity.",EXCLUDED,"The article focuses on a dynamic spectrum access network based on cognitive radio, which is a wireless communication technology. It does not directly address software requirements, therefore violating Exclusion Criterion EC3."
1959.0,Excluded,ec3,Progress on standardization and automation in software development on \{W7X\},"For a complex experiment like \{W7X\} being subject to changes all along its projected lifetime the advantages of a formalized software development method have already been stated [1]. Quality standards like ISO/IEC-12207 provide a guideline for structuring of development work and improving process and product quality. A considerable number of tools has emerged supporting and automating parts of development work. On \{W7X\} progress has been made during the last years in exploiting the benefit of automation and management during software development:â€“ Continuous build, integration and automated test of software artefacts.âˆ˜ Syntax checks and code quality metrics. âˆ˜ Documentation generation. âˆ˜ Feedback for developers by temporal statistics. â€“ Versioned repository for build products (libraries, executables). â€“ Separate snapshot and release repositories and automatic deployment. â€“ Semi-automatic provisioning of applications. â€“ Feedback from testers and feature requests by ticket system. This toolset is working efficiently and allows the team to concentrate on development. The activity there is presently focused on increasing the quality of the existing software to become a dependable product. Testing of single functions and qualities must be simplified. So a restructuring is underway which relies more on small, individually testable components with standardized interfaces providing the capability to construct arbitrary function aggregates for dedicated tests of quality attributes as availability, reliability, performance. A further activity is on improving the development cycle. The use of release cycles has already provided favourable concentration of work and predictability of delivery times. However, the demand has risen, to react quickly on priority changes from W7X-project management. So a more agile development cycle is being prepared relying on smaller working packages, shorter release cycles and an associated release plan giving the software development responsible the possibility to react on a shorter time scale.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry (implied by the context of W7X), and presents qualitative observations about the use of automation and agile practices (IC2 & IC3). It does not violate any exclusion criteria."
2596.0,Included,included,Towards a conceptual framework and tool support for linking long-term product and business planning with agile software development,"For a software company it is essential to understand how to link business management and software development decision-making. Agile methods adhere to the viewpoint of individual development projects, leaving business concerns such as long-term product ...",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it is a study from industry or academia (IC2), and the abstract suggests a research study (IC3) and a primary study (IC4). It does not violate any exclusion criteria."
2127.0,Included,included,Scope management in agile versus traditional software development methods,"Scope management is among one of the most important knowledge areas of software project management which if not managed carefully can lead the projects towards failure. A well defined and well managed scope is very important for a qualitative, cost effective and timely completion of the project. In this paper we discussed the role and impact of the scope on two very broadly accepted methodologies for software development. The two methodologies adopt different techniques for the development of software. How they are different from each other and how they adopt and manage the scope in there development process are discussed. Moreover, the replacement of traditional software development methods by agile software development methods in terms of cost, resources and time are also a part of this work.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) and is a study (IC2). It presents a discussion of scope management in both agile and traditional software development, which is a qualitative analysis (IC3) and a primary study (IC4). It does not violate any exclusion criteria."
2046.0,Excluded,ec3,Reputation-based self-management of software process artifact quality in consortium research projects,"This paper proposes a PhD research that deals with improving internal documentation in software projects. Software developers often do not like to create documentation because it has few value to the individual himself. Yet the purpose of internal documentation is to help others understand the software and the problem it addresses. Documentation increases development speed, reduces software maintenance costs, helps to keep development on track, and mitigates the negative effects of distance in distributed settings. This research aims to increase the individuals' motivation to write documentation by means of reputation. The CollabReview prototype is a web-based reputation system that analyzes artifacts of internal documentation to derive personal reputation scores. Developers making many good contributions will achieve higher reputation scores. These scores can then be employed to softly influence developer behavior, e.g. by incentivizing them to contribute to documentation with social rewards. No strict rule enforcement is necessary.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study (IC2). It is a primary study (IC4) and is qualitative/quantitative research (IC3). It does not violate any exclusion criteria (EC1-EC9).
2435.0,Excluded,ec3,The blocker challenge when implementing software defined radio receiver RF frontends,"Key blocker requirements of software defined radio receivers are identified from first principles. Three challenges are derived from these requirements, the need for passive filter banks or tunable passive fil...",EXCLUDED,"The abstract mentions'software defined radio receivers' which deals with agile methods (IC6), and doesn't explicitly address software requirements (IC1)."
2438.0,Excluded,ec3,The Combination of Agile and Lean in Software Development: An Experience Report Analysis,"There has been a noticeable focus shift from agile methods such as extreme Programming (XP) and Scrum to lean software development in the last several years, which is indicated as ""from agile to lean"". However, the reality may not be as simple or linear as the term implies. To provide a better understanding of the combined use of agile and lean approaches in software development, a set of experience reports were analysed. These reports were published in the past conferences dedicated to agile software development and report experiences of using both agile and lean. The results of the analysis show that agile and lean can be combined in different manners for different purposes in software development. Lean is often applied as guiding principles for agile development. When combined at practice level, flow-based lean processes tend to substitute time-boxed agile processes.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study analyzing experience reports (IC4). It does not violate any exclusion criteria (EC1-EC9).
652.0,Included,included,Balancing agile and structured development approaches to successfully manage large distributed software projects: A case study from the cruise line industry,"Agile methods and traditional structured approaches are often viewed as competing bi-polar choices. Agile methods such as Scrum and XP are recommended for small, co-located projects that involve changing requirements. The traditional structured plan-driven approaches, such as the Capability Maturity Model (CMM) and the waterfall lifecycle frameworks, are recommended for large projects with stable requirements. If a project is large, strategically important, distributed, and has dynamic user requirements and organizational changes, it presents unique challenges that neither the agile methods nor the traditional structured approaches can effectively deal with alone. Although there is an increasing call for a balanced approach, there is little empirical research that shows when and how the two approaches can complement each other. Based on a case study from the cruise line industry of a large distributed strategic project with unanticipated changes, we conclude that this balance is not only workable, but is essential to ensure that the project demonstrates both control and agility for achieving its challenging and dynamic goals. Agile without structure can cause chaos, particularly in large complex distributed projects where planning, control, and coordination are critical. Structure without agility can lead to rigidity, particularly when a project involves a great deal of learning, discovery, and changes. Â© 2010 by the authors.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry (IC2). It is a primary study (IC4) and employs a qualitative research approach (IC3). It does not violate any exclusion criteria (EC1-EC9).
1054.0,Excluded,ec3,Do agile GSD experience reports help the practitioner?,"Agile software development has steadily gained momentum and acceptability as a viable approach to software development. As software development continues to take advantage of the global market, agile methods are also being attempted in geographically distributed settings. In this paper, the authors discuss the usefulness of published research on agile global software development for the practitioner. It is contended that such published work is of minimal value to the practitioner and does not add anything to the guidance available before the existence of current agile methods. A survey of agile GSD related publications, from XP/Agile conferences between 2001 and 2005, is used to support this claim. The paper ends with a number of proposals which aim to improve the usefulness of future agile GSD research and experience.",EXCLUDED,"The article violates Exclusion Criterion EC5 (is the study tertiary or a meta-analysis) as it presents a survey of publications, not a primary or secondary study. Furthermore, it does not directly address software requirements."
1446.0,Included,included,Incorporating user centered requirement engineering into agile software development,"Agile Software Engineering approaches gain more and more popularity in today's development organizations. The need for usable products is also a growing factor for organizations. Thus, their development processes have to react on mis demand and have to offer approaches to integrate the factor ""usability"" in their development processes. The approach presented in this paper evaluates how agile software engineering models consider activities of Usability Engineering to ensure the creation of usable software products. The user-centeredness of the two agile SE models Scrum and XP has been analyzed and the question of how potential gaps can be filled without loosing the process' agility is discussed. As requirements play a decisive role during software development, in Software Engineering as well as Usability Engineering. Therefore, different User Centered Requirements that ensure the development of usable systems served as basis for the gap-analysis. Â© Springer-Verlag Berlin Heidelberg 2007.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and employs qualitative research (IC3) through gap analysis. It does not violate any exclusion criteria (EC1-EC9)."
2669.0,Excluded,ec3,"Understanding the co-evolution of institutions, technology, and organizations: the enactment of the state government portal of Puebla","Until recently, researchers and practitioners around the world thought that information technologies could by themselves transform government organizations. However, current studies show that there are complex relationships between information technologies, ...",EXCLUDED,"The article discusses the co-evolution of institutions, technology, and organizations in the context of a state government portal, focusing on the enactment of a government system rather than software requirements. It does not address software requirements (EC3) and focuses on a specific case study rather than a broader investigation of agile methodologies (IC1)."
1552.0,Excluded,ec3,Is agility out there?: agile practices in game development,Game development is a very complex and multidisciplinary activity and surely the success of games as one of most profitable areas in entertainment domain could not be incidentally. The goal of this paper is to investigate if (and how) principles and ...,INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from industry or academia (IC2), and appears to be a primary study (IC4). It does not violate any exclusion criteria (EC1-EC9)."
2064.0,Included,included,Requirements in agile software development,"Nowadays, software organizations spend much time and resources to analyze and investigate software requirements. Thus some factors like the need to fast software delivery with a high quality, the superiority in competition with other companies, satisfying customers, considering the market dynamics, the change of customer needs, and addressing market challenges have finally led to develop agile methods as well as the requirements issue becomes one of the most important topics. As it is time consuming to define needs at one stage and impossible to spend much time in order to determine requirements completely using traditional ways in agile methods, screening and some other ways are required to identify needs in the agile method. This paper is aimed to study requirements and identify strategies of useful and useless ones to develop the software via agile methods because of the need to the software and different competitions between developers in rapid software providing perfect and with a high quality.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study (abstract suggests a research-oriented approach) (IC2), and appears to be a primary study (IC4). It does not violate any exclusion criteria."
725.0,Excluded,ec3,Challenges and industry practices for managing software variability in small and medium sized enterprises,"Software variability is an ability to change (configure, customize, extend) software artefacts (e.g. code, product, domain requirements, models, design, documentation, test cases) for a specific context. Optimized variability management can lead a software company to 1) shorter development lead time, 2) improved customer and improved user satisfaction, 3) reduced complexity of product management (more variability, same )and4)reducedcosts(samevariability,less). However, it is not easy for software companies, especially small and medium size of enterprises to deal with variability. In this paper we present variability challenges and used practices collected from five SMEs. Our study indicates that increased product complexity can lead growing SMEs to the time-consuming decision-making. Many of the analyzed medium size of companies also expect improved tool support to help them to boost their productivity when managing increasingly complex products and increasing amount of variants In fact, in many of the analysed SMEs, a high level of automation in design, release management and testing are or become a key factor for market success By introducing the challenges and used practices related to variability the paper deepens understanding of this highly relevant but relatively under-researched phenomenon and contributes to the literature on software product line engineering.",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study from industry (SMEs) (IC2). It is a primary study (IC4) and presents qualitative/quantitative findings (IC3). It does not violate any exclusion criteria (EC1-EC9).
162.0,Excluded,ec3,A Methodology for Assessing Agile Software Development Methods,"Agile methods provide an organization or a team with the flexibility to adopt a selected subset of principles and practices based on their culture, their values, and the types of systems that they develop. More specifically, every organization or team implements a customized agile method, tailored to better accommodate its needs. However, the extent to which a customized method supports the organizational objectives, i.e. the `goodness' of that method, is questionable. Existing agile assessment approaches focus on comparative analyses, or are limited in scope and application. In this research, we propose a structured, systematic, and comprehensive approach to assessing the `goodness' of agile methods. We examine an agile method based on (1) its adequacy, (2) the capability of the organization to support the adopted principles and practices specified by the method, and (3) the method's effectiveness. We propose the Objectives, Principles and Practices (OPP) Framework to guide our assessment. The Framework identifies (1) objectives of the agile philosophy, (2) principles that support the objectives, (3) practices that are reflective of the principles, (4) linkages among the objectives, principles and practices, and (5) indicators for assessing the extent to which an organization supports the implementation and the effectiveness of that practice. In this paper, we discuss our solution approach, preliminary results, and future work.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and uses a systematic approach to assess agile methods (IC3). It does not violate any exclusion criteria."
