ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_A,EXPLAIN_A
1770.0,Included,included,On agile performance requirements specification and testing,"Underspecified performance requirements can cause performance issues in a software system. However, a complete, upfront analysis of a software system is difficult, and usually not desirable. We propose an evolutionary model for performance requirements specifications and corresponding validation testing. The principles of the model can be integrated into agile development methods. Using this approach, the performance requirements and test cases can be specified incrementally, without big upfront analysis. We also provide a post hoc examination of a development effort at IBM that had a high focus on performance requirements. The examination indicates that our evolutionary model can be used to specify performance requirements such that the level of detail is commensurate with the nature of the project. Additionally, the IBM experience indicates that test driven development-type validation testing corresponding to the model can be used to determine if performance objectives have been met",INCLUDED,"The article addresses software performance requirements in agile development contexts, using an evolutionary model that aligns with agile methodologies. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (through integration with agile development), and answers at least one research question (on performance requirements specification and testing). It meets all inclusion criteria: it addresses software project requirements in agile settings (IC1), is a primary study (IC2), employs a qualitative and empirical approach (IC3), and is a primary study (IC4). Therefore, it is classified as INCLUDED."
108.0,Included,included,A feasible user story tool for agile software development?,"User stories form the heart of the Extreme Programming methodology planning game. In its turn, Extreme Programming is one of the supporting pillars of the wider agile software development process. The user stories form a set of central work products that determine the software development processes. In the spirit of Extreme Programming the production of user stories is kept as simple as possible. Traditionally, user stories are hand written on index cards as they are easy to store, display, rearrange and distribute to the co-located development team. However, virtually all other work products of an application development team are in electronic format, and agile software development is increasingly being adopted by teams working from remote locations. In these circumstances distributed development teams look to software solutions for creating and using user stories. This paper surveys some of the tools that are being used and examines their suitability for the task using a set of requirements. As a result of this investigation the author has produced a prototype user story software tool for Agile Software Development called DotStories. The paper concludes by discussing the features of DotStories and its how closely it can approach the ideal user story software tool. Indeed, the proposition that software tools can ever improve on index cards is considered in the light of experience to date.",INCLUDED,"The article addresses software requirements in agile software development by evaluating existing user story tools and proposing a prototype tool, DotStories. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (Extreme Programming) (EC7), and answers at least one research question (suitability of tools for user stories) (EC9). It meets all inclusion criteria: it addresses requirements in software projects using agile methodologies (IC1), is from academia (IC2), presents qualitative research (IC3), and is a primary study (IC4)."
2274.0,Included,included,Sprint: Agile specifications in Shockwave and Flash,"Digital product development teams have trouble coordinating specification assets, both in the effort to represent a stable design in multiple specification forms, and particularly when a changing context causes requirement changes. The Agile process movement avoids cumbersome specifications by prescribing faster release cycles, more parallel development, and greater requirement flexibility.Sprint is both a method and a tool designed to allow an Agile approach to product development while supporting best practices for user-centered design. Unlike more comprehensive modeling and configuration management products, Sprint is for smaller teams to use for design and specification, and allows designers to stay synchronized with customers, analysts, and developers.Driven by Shockwave or Flash prototypes, Sprint links project assets, such as personas, scenarios, screen designs, storyboards, requirements, and use cases, to form interactive specifications. By eliminating asset redundancies and supporting multiple asset fidelities, Sprint reduced our administrative documentation tasks, accelerated client/user feedback, and improved team coordination.",INCLUDED,"The article addresses software project requirements in an agile context, specifically focusing on agile specifications using Sprint as a method and tool. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (through iterative and flexible requirements), and answers relevant research questions about team coordination and requirement management. It meets all inclusion criteria: it addresses software project requirements using agile methodologies (IC1), is from an academic or industry context (implied by the study design), uses qualitative research methods (IC3), and is a primary study (IC4). Therefore, it is classified as INCLUDED."
2238.0,Included,included,Software product line scoping and requirements engineering in a small and medium-sized enterprise: An industrial case study,"Abstract Software product line (SPL) engineering has been applied in several domains, especially in large-scale software development. Given the benefits experienced and reported, \{SPL\} engineering has increasingly garnered interest from small to medium-sized companies. It is possible to find a wide range of studies reporting on the challenges of running a \{SPL\} project in large companies. However, very little reports exist that consider the situation for small to medium-sized enterprises and these studies try develop universal truths for \{SPL\} without lessons learned from empirical evidence need to be contextualized. This study is a step towards bridging this gap in contextual evidence by characterizing the weaknesses discovered in the scoping (SC) and requirements (RE) disciplines of SPL. Moreover, in this study we conducted a case study in a small to medium sized enterprises (SMEs) to justify the use of agile methods when introducing the \{SPL\} \{SC\} and \{RE\} disciplines through the characterization of their bottlenecks. The results of the characterization indicated that ineffective communication and collaboration, long iteration cycles, and the absence of adaptability and flexibility can increase the effort and reduce motivation during project development. These issues can be mitigated by agile methods.",INCLUDED,"The article is written in English (IC1), addresses software requirements engineering in software product lines using agile methods (IC1), and is based on an industrial case study (IC2). It is a primary empirical study (IC4), conducted in a small to medium-sized enterprise (industry context), and focuses on agile methodologies in the context of scoping and requirements engineering (IC7). It does not violate any exclusion criteria: it is not in a non-English language (EC1), it addresses software requirements (EC3), it is not incomplete or a draft (EC4), it is not a tertiary or meta-analysis (EC5), it does not focus on teaching agile methods (EC6), and it answers research questions related to agile application in SPL (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
2631.0,Included,included,Towards traceability from project management to system models,"Traceability is commonly known as the ability to describe and follow links between artifacts, e.g. between requirements and their corresponding part of the system design. These links are typically inside of the system specification. Very few approaches ...",EXCLUDED,"The article does not address software requirements directly and fails to specify any agile methodology, violating EC7 and failing to meet IC1. Additionally, the abstract does not indicate a clear research question or study on agile software requirements, making it unclear if it addresses at least one research question, violating EC9."
273.0,Excluded,ec3,A web-based model for simulating whole-farm beef cattle systems,"This paper details the rationale and procedures included in a web-based simulator containing production of beef cattle and cash crops. All biophysical and economical definitions including management in terms of rules constitute user-defined scenarios, which can be saved, retrieved, modified and deleted. Herbage growth may be either provided by the user or estimated from daily climate information. Scenarios are simulated and their outcomes are sent to the user's e-mail as a spreadsheet file, including data and pre-designed graphs to facilitate the interpretation of results. An example simulation study of a grazing-based finishing beef steers with a cycle of 12 months is presented, where new weaners enter the system in the autumn. Increased stocking rates, \{SR\} (150, 170, 190 and 210 heads in a 100-ha farm) and different summer maize feeding (SMF) rates were compared (SMF0&#xa0;=&#xa0;control and SMF1&#xa0;=&#xa0;intermittent rule-driven maize feeding during summer). In this simulation study, â€œdeviationsâ€� from user-defined targets are simplified into two associated rules (a) average farm herbage mass deviation to adjust herbage allowance, and (b) target animal live weight deviation, associated to SMF1. The proportion of unfinished steers at 28th February increased linearly (p&#xa0;â‰¤&#xa0;0.01) with higher stocking rates and became zero at any stocking rate where the \{SMF\} rule was operating (SMF1). The economic response of SR&#xa0;Ã—&#xa0;SMF interaction was significant for gross margin, indicating a positive linear association (p&#xa0;â‰¤&#xa0;0.05) of \{SMF1\} treatment (rule activated) when \{SR\} increases. The potential use of the web simulator as a flexible tool for investigation, training and decision making are discussed.",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criteria EC3 and EC7. It focuses on a web-based simulator for agricultural systems, not software project requirements in the context of agile methodologies."
354.0,Included,included,Agile and Kanban in Coordination,"Iterative development and Kanban are not mutually exclusive competing methodologies, in essence they are complementary processes that when used together can facilitate higher performance in large development teams. This paper is a walkthrough of the Network Gaming team's implementation of Iterative Agile alongside Lean Kanban here at WMS Gaming. The intent is to cover the processes created and the improvements achieved with this coordinated Agile / Lean system.",INCLUDED,"The article is written in English, addresses software project requirements using agile methodologies (specifically Iterative Agile and Kanban), and describes a real-world implementation by an industry team. It does not violate any exclusion criteria (EC1, EC3, EC4, EC5, EC6, EC7, EC9), and meets all inclusion criteria (IC1, IC2, IC3, IC4). The study is a primary, qualitative case study from industry, focusing on coordination between agile and kanban practices in software development."
225.0,Included,included,A Starting Point for Negotiations—Delivering with a Heterogeneous Team," This paper presents a counterintuitive Pre-Sprint Work Balancing methodology that has substantially increased the ability of our highly heterogeneous Scrum [1] team to deliver what it promises at the end of each sprint. The process essentially consists of preplanning steps that acknowledge both the heterogeneity in developer's time and skill level, as well as Product Owner priorities. These preplanning activities act as a starting point for negotiations with the team during the Sprint Planning Meeting. For our team, delivery of all promised tasks in a sprint has increased from less than 1/3 of our sprints to more than 2/3, with indications that we are heading towards nearly 100% delivery.",INCLUDED,"The article addresses software project requirements in an agile context (Scrum), specifically focusing on improving delivery rates in a heterogeneous team. It is a primary study describing a methodology developed and tested in practice, not a draft, abstract, or tertiary study. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is not a meta-analysis or tertiary study (EC5), does not focus on teaching agile methods (EC6), addresses a specific agile methodology (Scrum, EC7), and answers a clear research question about improving delivery rates (EC9). It meets all inclusion criteria: it addresses agile software requirements (IC1), is from industry practice (IC2), presents a qualitative approach to a real-world problem (IC3), and is a primary study (IC4)."
1706.0,Excluded,ec3,Model-driven test-case construction,Automatic system tests are frequently coupled to implementation details of the system under test. Such a tight coupling is problematic for a number of reasons: It prevents reuse of existing tests for multiple versions or variants of a system or for a ...,EXCLUDED,"The article does not address software requirements as per EC3. The abstract discusses model-driven test-case construction and its coupling to implementation details, but there is no mention of software requirements or agile methodologies. Therefore, it fails to address software requirements, violating EC3."
263.0,Excluded,ec3,A tool for incorporating unit testing into a Java programming curriculum,"In the development of object-oriented programming courses, an often overlooking but important area is testing. Generally, testing is formally introduced in software engineering courses and may not form part of the practical aspects of a programming course. As a result, this concept can play a de-emphasized role during the presentation of the course material. To counteract this problem, the HF2 (Highly Extendable and Flexible) unit testing framework was created. Its primary focus is the incorporation of unit testing into an object-oriented programming curriculum. HF2 provides students with the opportunity to develop and practice testing skills in a structured manner. This paper discusses the structure of the framework and the experiences gained when used in a university environment.",EXCLUDED,"The study does not address software requirements in the context of agile methodologies (EC3). It focuses on incorporating unit testing into a programming curriculum, which is educational and not related to software project requirements or agile development practices. Therefore, it violates Exclusion Criterion EC3."
